"cohort_month","months_since_cohort","active_customers","cohort_size","retention_rate"
"2011-02-01 00:00:00","56","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","57","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","58","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","59","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","60","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","61","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","62","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","63","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","64","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","65","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","66","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","67","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","68","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","69","170","170","1.00000000000000000000"
"2011-02-01 00:00:00","70","170","170","1.00000000000000000000"
"2011-03-01 00:00:00","0","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","1","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","2","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","3","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","4","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","5","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","6","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","7","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","8","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","9","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","10","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","11","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","12","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","13","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","14","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","15","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","16","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","17","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","18","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","19","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","20","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","21","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","22","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","23","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","24","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","25","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","26","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","27","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","28","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","29","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","30","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","31","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","32","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","33","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","34","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","35","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","36","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","37","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","38","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","39","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","40","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","41","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","42","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","43","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","44","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","45","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","46","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","47","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","48","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","49","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","50","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","51","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","52","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","53","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","54","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","55","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","56","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","57","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","58","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","59","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","60","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","61","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","62","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","63","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","64","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","65","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","66","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","67","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","68","119","119","1.00000000000000000000"
"2011-03-01 00:00:00","69","119","119","1.00000000000000000000"
"2011-04-01 00:00:00","0","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","1","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","2","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","3","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","4","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","5","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","6","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","7","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","8","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","9","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","10","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","11","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","12","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","13","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","14","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","15","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","16","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","17","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","18","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","19","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","20","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","21","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","22","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","23","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","24","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","25","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","26","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","27","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","28","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","29","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","30","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","31","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","32","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","33","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","34","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","35","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","36","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","37","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","38","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","39","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","40","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","41","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","42","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","43","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","44","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","45","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","46","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","47","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","48","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","49","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","50","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","51","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","52","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","53","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","54","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","55","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","56","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","57","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","58","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","59","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","60","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","61","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","62","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","63","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","64","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","65","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","66","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","67","95","95","1.00000000000000000000"
"2011-04-01 00:00:00","68","95","95","1.00000000000000000000"
"2011-05-01 00:00:00","0","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","1","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","2","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","3","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","4","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","5","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","6","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","7","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","8","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","9","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","10","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","11","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","12","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","13","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","14","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","15","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","16","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","17","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","18","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","19","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","20","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","21","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","22","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","23","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","24","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","25","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","26","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","27","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","28","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","29","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","30","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","31","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","32","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","33","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","34","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","35","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","36","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","37","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","38","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","39","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","40","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","41","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","42","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","43","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","44","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","45","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","46","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","47","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","48","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","49","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","50","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","51","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","52","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","53","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","54","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","55","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","56","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","57","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","58","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","59","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","60","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","61","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","62","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","63","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","64","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","65","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","66","100","100","1.00000000000000000000"
"2011-05-01 00:00:00","67","100","100","1.00000000000000000000"
"2011-06-01 00:00:00","0","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","1","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","2","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","3","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","4","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","5","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","6","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","7","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","8","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","9","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","10","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","11","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","12","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","13","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","14","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","15","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","16","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","17","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","18","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","19","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","20","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","21","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","22","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","23","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","24","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","25","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","26","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","27","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","28","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","29","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","30","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","31","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","32","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","33","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","34","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","35","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","36","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","37","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","38","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","39","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","40","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","41","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","42","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","43","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","44","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","45","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","46","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","47","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","48","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","49","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","50","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","51","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","52","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","53","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","54","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","55","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","56","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","57","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","58","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","59","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","60","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","61","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","62","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","63","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","64","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","65","98","98","1.00000000000000000000"
"2011-06-01 00:00:00","66","98","98","1.00000000000000000000"
"2011-07-01 00:00:00","0","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","1","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","2","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","3","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","4","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","5","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","6","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","7","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","8","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","9","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","10","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","11","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","12","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","13","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","14","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","15","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","16","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","17","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","18","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","19","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","20","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","21","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","22","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","23","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","24","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","25","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","26","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","27","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","28","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","29","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","30","89","89","1.00000000000000000000"
"2011-07-01 00:00:00","31","89","89","1.00000000000000000000"
